"Domain","URL","Redirect","Uses HTTPS","Enforces HTTPS","Strict Transport Security (HSTS)","Preloaded (recommended)"
"hollandchemistry.nl","https://hollandchemistry.nl","No","Yes","Yes","No",""
"hollandinthevalley.com","http://www.hollandinthevalley.com","Yes","No","","",""
"hollandrijnland.nl","https://hollandrijnland.nl","No","Yes","Yes","Yes",""
"hollandskroon.nl","https://www.hollandskroon.nl","No","Yes","Yes","Yes",""
"hollandtradeandinvest.com","https://www.hollandtradeandinvest.com","No","Yes","Yes","Yes",""
"hoogeveen.nl","https://www.hoogeveen.nl","No","Yes","Yes","Yes","Ready"
"hoogwaterbeschermingsprogramma.nl","https://www.hoogwaterbeschermingsprogramma.nl","No","Yes","Yes","Yes",""
"hoorn.nl","https://www.hoorn.nl","No","Yes","Yes","Yes",""
"horizonscangeneesmiddelen.nl","https://www.horizonscangeneesmiddelen.nl","No","Yes","Yes","Yes",""
"horstaandemaas.nl","https://www.horstaandemaas.nl","No","Yes","Yes","Yes",""
"houseofrepresentatives.nl","https://www.houseofrepresentatives.nl","No","Yes","Yes","Yes",""
"houten.nl","https://www.houten.nl","No","Yes","Yes","Yes",""
"hrmetadata.nl","https://www.hrmetadata.nl","No","Yes","Yes","No",""
"huiselijkgeweld.nl","https://huiselijkgeweld.nl","No","Yes","Yes","No",""
"huisvoorklokkenluiders.nl","https://huisvoorklokkenluiders.nl","No","Yes","Yes","Yes",""
"huizen.nl","https://www.huizen.nl","No","Yes","Yes","Yes",""
"hulpbijprivacy.nl","https://hulpbijprivacy.nl","No","Yes","Yes","No",""
"humanismeindegevangenis.nl","http://www.humanismeindegevangenis.nl","Yes","No","","",""
"humaniteitindegevangenis.nl","http://www.humaniteitindegevangenis.nl","Yes","No","","",""
"humanrightstulip.nl","https://www.humanrightstulip.nl","No","Yes","Yes","Yes",""
"hunzeenaas.nl","https://www.hunzeenaas.nl","No","Yes","Yes","Yes",""
"husenhiem.nl","http://www.husenhiem.nl","No","No","","",""
"huurcommissie.nl","https://www.huurcommissie.nl","No","Yes","Yes","No",""
"hvcgroep.nl","https://www.hvcgroep.nl","No","Yes","Yes","Yes",""
"i-interimrijk.nl","https://www.i-interimrijk.nl","No","Yes","Yes","Yes",""
"iamcdocumentation.eu","https://www.iamcdocumentation.eu","No","Yes","Yes","Yes",""
"ibestuurcongres.nl","https://ibestuurcongres.nl","No","Yes","Yes","Yes","Ready"
"ibki.nl","https://www.ibki.nl","No","Yes","Yes","No",""
"icpmapping.org","http://www.icpmapping.org","Yes","No","","",""
"ictu.nl","https://www.ictu.nl","No","Yes","Yes","No",""
"ictwbw.nl","https://www.ictwbw.nl","No","Yes","Yes","Yes",""
"ideasfrom.eu","https://ideasfrom.eu","No","Yes","Yes","No",""
"idensys.nl","https://idensys.nl","No","Yes","Yes","Yes","Yes"
"identiteitsdocumenten.nl","http://identiteitsdocumenten.nl","No","No","","",""
"idnfabriek.nl","http://idnfabriek.nl","No","No","","",""
"ifv.nl","https://www.ifv.nl","No","Yes","Yes","No",""
"igj.nl","https://www.igj.nl","No","Yes","Yes","Yes",""
"igsd-sw.nl","https://www.igsd-sw.nl","No","Yes","Yes","No",""
"ijmondwerkt.com","https://www.ijmondwerkt.com","No","Yes","Yes","No",""
"ijsselstein.nl","https://www.ijsselstein.nl","No","Yes","Yes","Yes",""
"ikdoemee.nl","https://www.ikdoemee.nl","No","Yes","Yes","No",""
"ikpasophetwad.nl","https://ikpasophetwad.nl","No","Yes","Yes","No",""
"ikviermijnstem.nl","https://ikviermijnstem.nl","No","Yes","Yes","No",""
"ikz.nl","https://www.ikz.nl","No","Yes","Yes","Yes",""
"ilent.nl","https://www.ilent.nl","No","Yes","Yes","Yes",""
"ilovemyears.nl","http://ilovemyears.nl","No","No","","",""
"imamindegevangenis.nl","http://www.imamindegevangenis.nl","Yes","No","","",""
"immissietoets.nl","https://immissietoets.nl","No","Yes","Yes","No",""
"in-made.dji.nl","https://in-made.dji.nl","No","Yes","Yes","Yes",""
"inburgeren.nl","https://inburgeren.nl","No","Yes","Yes","Yes",""
"incca.org","https://incca.org","No","Yes","Yes","Yes",""
"incidentmanagement.nl","http://incidentmanagement.nl","No","No","","",""
"ind.nl","https://ind.nl","No","Yes","Yes","Yes",""
"infomil.nl","https://www.infomil.nl","No","Yes","Yes","Yes",""
"informatieberaadzorg.nl","https://www.informatieberaadzorg.nl","No","Yes","Yes","Yes",""
"informatiehuishouding.nl","https://www.informatiehuishouding.nl","No","Yes","Yes","Yes",""
"informatiehuismarien.nl","https://www.informatiehuismarien.nl","No","Yes","Yes","No",""
"informatielangdurigezorg.nl","https://www.informatielangdurigezorg.nl","No","Yes","Yes","No",""
"informatieservice.nederlandwereldwijd.nl","https://informatieservice.nederlandwereldwijd.nl","No","Yes","Yes","No",""
"infoterugkeer.nl","https://infoterugkeer.nl","No","Yes","Yes","Yes",""
"innova58.nl","https://www.innova58.nl","No","Yes","Yes","Yes",""
"innovatie-estafette.nl","https://www.innovatie-estafette.nl","No","Yes","Yes","Yes",""
"innovatieagroennatuur.nl","http://innovatieagroennatuur.nl","No","No","","",""
"innovatiecentrale.nl","https://www.innovatiecentrale.nl","No","Yes","Yes","Yes",""
"innoveermeemetjenv.nl","https://www.innoveermeemetjenv.nl","No","Yes","Yes","Yes",""
"inspectie-checklist.nl","https://www.inspectie-checklist.nl","No","Yes","Yes","Yes",""
"inspectie-jenv.nl","https://www.inspectie-jenv.nl","No","Yes","Yes","Yes",""
"inspectie-oe.nl","https://www.inspectie-oe.nl","No","Yes","Yes","Yes",""
"inspectie-publicaties.nl","https://www.inspectie-publicaties.nl","No","Yes","Yes","Yes",""
"inspectieresultatenszw.nl","https://www.inspectieresultatenszw.nl","No","Yes","Yes","No",""
"inspectieszw.nl","https://www.inspectieszw.nl","No","Yes","Yes","Yes",""
"inspectieview.nl","https://www.inspectieview.nl","No","Yes","Yes","Yes",""
"inspectorateszw.nl","https://www.inspectorateszw.nl","No","Yes","Yes","Yes",""
"inspireaanmerking.nl","https://inspireaanmerking.nl","No","Yes","Yes","No",""
"instellingsinformatie.duo.nl","https://instellingsinformatie.duo.nl","No","No","","",""
"integraalveilig-ho.nl","https://integraalveilig-ho.nl","No","Yes","Yes","Yes",""
"integriteitoverheid.nl","http://www.integriteitoverheid.nl","No","Yes","No","No",""
"intermediairdagen.belastingdienst.nl","https://intermediairdagen.belastingdienst.nl","No","Yes","Yes","Yes",""
"internationaalondernemen.nl","https://www.internationaalondernemen.nl","No","Yes","Yes","No",""
"internationalerechtshulp.nl","https://internationalerechtshulp.nl","No","Yes","Yes","Yes",""
"internetspiegel.nl","http://www.internetspiegel.nl","No","Yes","No","Yes",""
"investingindutchhousing.nl","https://www.investingindutchhousing.nl","No","Yes","Yes","No",""
"investinholland.com","https://investinholland.com","No","Yes","Yes","No",""
"iob-evaluatie.nl","https://www.iob-evaluatie.nl","No","Yes","Yes","Yes",""
"ipkd.eu","https://www.ipkd.eu","No","Yes","Yes","Yes",""
"isd-kompas.nl","http://www.isd-kompas.nl","No","No","","",""
"isd.acc.owinsp.nl","https://isd.acc.owinsp.nl","No","No","","",""
"isdbol.nl","http://www.isdbol.nl","No","No","","",""
"isdbollenstreek.nl","http://www.isdbollenstreek.nl","No","No","","",""
"isdbrabantsewal.rechtopbijstand.nl","http://www.isdbrabantsewal.rechtopbijstand.nl","Yes","No","","",""
"ishetafval.nl","https://www.ishetafval.nl","No","Yes","Yes","Yes",""
"ishw.nl","https://www.ishw.nl","Yes","Yes","Yes","Yes",""
"isis-web.nl","https://isis-web.nl","No","Yes","Yes","Yes",""
"isob.net","https://www.isob.net","No","Yes","Yes","No",""
"istandaarden.nl","https://istandaarden.nl","No","Yes","Yes","Yes",""
"isw.nl","http://isw.nl","No","No","","",""
"it-academieoverheid.nl","https://www.it-academieoverheid.nl","No","Yes","Yes","Yes",""
"itsoverzicht.connectingmobility.nl","http://itsoverzicht.connectingmobility.nl","No","Yes","No","No",""
"ivcm.nl","https://www.ivcm.nl","No","Yes","Yes","No",""
"ivho.docebosaas.com","http://www.ivho.docebosaas.com","No","No","","","Ready"
"iw4.nl","http://www.iw4.nl","No","No","","",""
"jaarverantwoordingzorg.nl","https://www.jaarverantwoordingzorg.nl","No","Yes","Yes","Yes",""
"jaarverslagenrvo.nl","https://www.jaarverslagenrvo.nl","Yes","Yes","Yes","Yes",""
"jenvconnect.nl","https://www.jenvconnect.nl","No","Yes","Yes","No",""
"jenvinbeweging.nl","https://www.jenvinbeweging.nl","No","Yes","Yes","No",""
"jeugdhulprijnmond.nl","http://www.jeugdhulprijnmond.nl","No","No","","",""
"jeugdwerkloosheid.nl","http://www.jeugdwerkloosheid.nl","Yes","No","","",""
"jezelfmooiermaken.nl","http://jezelfmooiermaken.nl","No","No","","",""
"job.ubrijk.nl","https://job.ubrijk.nl","No","Yes","Yes","No",""
"jodenindegevangenis.nl","http://www.jodenindegevangenis.nl","Yes","No","","",""
"jongerenkamer.nl","https://jongerenkamer.nl","No","Yes","Yes","No",""
"jonglereneten.nl","https://www.jonglereneten.nl","No","Yes","Yes","No",""
"justid.nl","https://justid.nl","No","Yes","Yes","Yes",""
"justis.nl","https://justis.nl","No","Yes","Yes","Yes",""
"justitieleinterventies.nl","https://justitieleinterventies.nl","No","Yes","Yes","No",""
"kaagenbraassem.nl","https://www.kaagenbraassem.nl","No","Yes","Yes","No",""
"kaart.pdok.nl","https://kaart.pdok.nl","No","Yes","Yes","Yes","Ready"
"kabga.aw","http://kabga.aw","No","No","","",""
"kabinetsformatie2017.nl","https://www.kabinetsformatie2017.nl","No","Yes","Yes","Yes",""
"kabinetvandekoning.nl","https://www.kabinetvandekoning.nl","No","Yes","Yes","Yes",""
"kadaster.nl","https://www.kadaster.nl","No","Yes","Yes","No",""
"kamervoordebinnenvisserij.nl","https://www.kamervoordebinnenvisserij.nl","No","Yes","Yes","No",""
"kampen.nl","https://www.kampen.nl","No","Yes","Yes","Yes",""
"kansrijkgroningen.nl","https://www.kansrijkgroningen.nl","No","Yes","Yes","Yes",""
"kansspelautoriteit.nl","https://kansspelautoriteit.nl","No","Yes","Yes","No",""
"kapelle.nl","https://www.kapelle.nl","No","Yes","Yes","Yes",""
"kasteelgroeneveld.nl","https://kasteelgroeneveld.nl","No","Yes","Yes","No",""
"katwijk.nl","https://www.katwijk.nl","No","Yes","Yes","Yes",""
"kb.nl","https://www.kb.nl","No","Yes","Yes","Yes",""
"kbvg.nl","https://www.kbvg.nl","No","Yes","Yes","No",""
"kcb.nl","https://kcb.nl","No","Yes","Yes","No",""
"kcwj.nl","https://www.kcwj.nl","No","Yes","Yes","Yes",""
"kempengemeenten.nl","https://www.kempengemeenten.nl","No","Yes","Yes","Yes",""
"kempischbedrijvenpark.com","http://www.kempischbedrijvenpark.com","No","No","","",""
"kemprogramma.nl","https://www.kemprogramma.nl","No","Yes","Yes","No",""
"kennis.markermeerijmeer.nl","http://www.kennis.markermeerijmeer.nl","No","No","","",""
"kennisfestivaltoer.nl","http://kennisfestivaltoer.nl","No","Yes","No","No",""
"kennisnetbiobased.nl","https://www.kennisnetbiobased.nl","No","Yes","Yes","No",""
"kennisnetwerkbiociden.nl","https://kennisnetwerkbiociden.nl","No","Yes","Yes","Yes",""
"kennisopenbaarbestuur.nl","https://kennisopenbaarbestuur.nl","No","Yes","Yes","No",""
"kennisplatformveehouderij.nl","https://kennisplatformveehouderij.nl","No","Yes","Yes","Yes",""
"kennisplatformwerkeninkomen.nl","https://www.kennisplatformwerkeninkomen.nl","No","Yes","Yes","Yes",""
"kerkindegevangenis.nl","http://www.kerkindegevangenis.nl","No","No","","",""
"kerkrade.nl","https://www.kerkrade.nl","No","Yes","Yes","Yes",""
"keurmerk.nl","https://keurmerk.nl","No","Yes","Yes","No",""
"kiesbeter.nl","https://www.kiesbeter.nl","No","Yes","Yes","Yes",""
"kiesraad.nl","https://www.kiesraad.nl","No","Yes","Yes","Yes",""
"kiezen-en-delen.nl","https://kiezen-en-delen.nl","No","Yes","Yes","Yes","Ready"
"kiltunnel.nl","http://www.kiltunnel.nl","No","Yes","No","No",""
"kimnet.nl","https://www.kimnet.nl","No","Yes","Yes","Yes",""
"kinderbescherming.nl","https://www.kinderbescherming.nl","No","Yes","Yes","Yes",""
"kinderombudsman.nl","http://www.kinderombudsman.nl","No","No","","",""
"klimaatatlas.nl","http://www.klimaatatlas.nl","No","No","","",""
"klimaatmonitor.databank.nl","https://www.klimaatmonitor.databank.nl","No","No","","",""
"klimaatscenarios.nl","http://www.klimaatscenarios.nl","No","No","","",""
"knaw.nl","https://www.knaw.nl","No","Yes","Yes","No",""
"knmi.nl","https://www.knmi.nl","No","No","","",""
"knmidc.org","http://knmidc.org","No","Yes","No","No",""
"koenigshaus.nl","https://www.koenigshaus.nl","No","Yes","Yes","Yes",""
"koggenland.nl","https://www.koggenland.nl","No","Yes","Yes","Yes",""
"kombijdepolitie.nl","https://kombijdepolitie.nl","No","Yes","Yes","Yes",""
"koninklijkeverzamelingen.nl","http://www.koninklijkeverzamelingen.nl","No","No","","",""
"koninklijkhuis.nl","https://www.koninklijkhuis.nl","No","Yes","Yes","Yes",""
"koopoverheid.nl","https://www.koopoverheid.nl","No","Yes","Yes","Yes",""
"korendijk.nl","https://www.korendijk.nl","Yes","Yes","Yes","Yes",""
"korpsnationalereserve.nl","https://www.korpsnationalereserve.nl","No","Yes","Yes","No",""
"kosteneffectiviteitvanpreventie.nl","https://kosteneffectiviteitvanpreventie.nl","No","Yes","Yes","Yes",""
"krachtontour.nl","http://krachtontour.nl","No","No","","",""
"kredietbanklimburg.nl","https://www.kredietbanklimburg.nl","No","Yes","Yes","No",""
"krimpenaandenijssel.nl","https://www.krimpenaandenijssel.nl","No","Yes","Yes","Yes",""
"krimpenerwaard.nl","https://www.krimpenerwaard.nl","No","Yes","Yes","Yes",""
"krmportaal.nl","https://www.krmportaal.nl","No","Yes","Yes","No",""
"kroondomeinhetloo.nl","http://kroondomeinhetloo.nl","No","Yes","No","Yes","Ready"
"kustwacht.nl","https://kustwacht.nl","No","Yes","Yes","No",""
"kvk.nl","https://www.kvk.nl","No","Yes","Yes","Yes",""
"kwaliteitsafsprakenmbo.nl","https://www.kwaliteitsafsprakenmbo.nl","No","Yes","Yes","Yes",""
"laamagazine.nl","https://www.laamagazine.nl","No","Yes","Yes","Yes",""
"laarbeek.nl","https://www.laarbeek.nl","No","Yes","Yes","Yes",""
"laborijn.nl","https://www.laborijn.nl","No","Yes","Yes","Yes",""
"landelijkeadviescommissieplaatsing.nl","https://landelijkeadviescommissieplaatsing.nl","No","Yes","Yes","Yes",""
"landelijkmeldpuntzorg.nl","https://www.landelijkmeldpuntzorg.nl","No","Yes","Yes","No",""
"landelijkregisterkinderopvang.nl","https://www.landelijkregisterkinderopvang.nl","No","Yes","Yes","Yes",""
"landerd.nl","https://www.landerd.nl","No","Yes","Yes","Yes",""
"landgraaf.nl","https://www.landgraaf.nl","No","Yes","Yes","Yes",""
"landschapinnederland.nl","https://landschapinnederland.nl","No","Yes","Yes","Yes",""
"landschapwaterland.nl","https://www.landschapwaterland.nl","Yes","Yes","Yes","No",""
"landsmeer.nl","https://www.landsmeer.nl","No","Yes","Yes","Yes",""
"langdurigezorg.nl","https://www.langdurigezorg.nl","No","Yes","Yes","No",""
"lansingerland.nl","https://www.lansingerland.nl","No","Yes","Yes","Yes",""
"lap3.nl","https://lap3.nl","No","Yes","Yes","No",""
"laren.nl","https://laren.nl","No","Yes","Yes","Yes",""
"lavsinfo.nl","https://www.lavsinfo.nl","No","Yes","Yes","No",""
"lbio.nl","https://www.lbio.nl","No","Yes","Yes","No",""
"lckva.nl","https://www.lckva.nl","No","Yes","Yes","Yes",""
"leefbaarometer.nl","https://www.leefbaarometer.nl","No","Yes","Yes","No",""
"leek.nl","https://www.leek.nl","Yes","Yes","Yes","Yes",""
"leerdam.nl","http://www.leerdam.nl","Yes","No","","",""
"leerplatformmirt.nl","https://leerplatformmirt.nl","No","Yes","Yes","No",""
"leerportaalienw.nl","https://www.leerportaalienw.nl","No","Yes","Yes","Yes",""
"leerwerkloketfriesland.nl","http://www.leerwerkloketfriesland.nl","Yes","No","","",""
"leeuwarden.nl","http://www.leeuwarden.nl","No","Yes","No","Yes","Ready"
"leiden.nl","https://www.leiden.nl","Yes","Yes","Yes","Yes",""
"leiderdorp.nl","https://www.leiderdorp.nl","No","Yes","Yes","Yes",""
"leidschendam-voorburg.nl","http://www.leidschendam-voorburg.nl","Yes","No","","",""
"lelystad.nl","https://www.lelystad.nl","No","Yes","Yes","Yes",""
"leraar.nl","https://www.leraar.nl","No","Yes","Yes","No",""
"lerarenportfolio.nl","https://www.lerarenportfolio.nl","No","Yes","Yes","Yes",""
"lerenenwerken.nl","https://www.lerenenwerken.nl","No","Yes","Yes","No",""
"letterenfonds.nl","http://www.letterenfonds.nl","No","No","","",""
"leudal.nl","https://www.leudal.nl","No","Yes","Yes","Yes",""
"leusden.nl","https://www.leusden.nl","No","Yes","Yes","Yes",""
"life-ip-deltanatuur.nl","https://life-ip-deltanatuur.nl","No","Yes","Yes","No",""
"lijstvangevallenen.nl","https://www.lijstvangevallenen.nl","No","Yes","Yes","Yes",""
"limburg.nl","https://www.limburg.nl","No","Yes","Yes","Yes",""
"lingewaal.nl","http://www.lingewaal.nl","Yes","Yes","Yes","No",""
"lingewaard.nl","https://www.lingewaard.nl","No","Yes","Yes","Yes",""
"linkeddata.gov.nl","http://linkeddata.gov.nl","No","No","","",""
"lintjes.nl","https://lintjes.nl","No","Yes","Yes","No",""
"lisse.nl","https://www.lisse.nl","No","Yes","Yes","Yes",""
"lma.nl","https://www.lma.nl","No","Yes","Yes","Yes",""
"lochem.nl","https://www.lochem.nl","No","Yes","Yes","Yes",""
"locov.nl","https://locov.nl","No","Yes","Yes","Yes",""
"logius.nl","https://logius.nl","No","Yes","Yes","Yes",""
"logius.online-magazine.nl","https://logius.online-magazine.nl","No","Yes","Yes","No",""
"lokaalklimaatportaal.nl","https://www.lokaalklimaatportaal.nl","No","Yes","Yes","Yes",""
"loketgentherapie.nl","https://loketgentherapie.nl","No","Yes","Yes","Yes",""
"loketgezondleven.nl","https://www.loketgezondleven.nl","No","Yes","Yes","Yes",""
"loonaangifteketen.nl","https://www.loonaangifteketen.nl","No","Yes","Yes","Yes",""
"loonopzand.nl","https://www.loonopzand.nl","No","Yes","Yes","Yes",""
"lopik.nl","https://www.lopik.nl","No","Yes","Yes","Yes",""
"loppersum.nl","https://www.loppersum.nl","No","Yes","Yes","Yes",""
"losser.nl","https://www.losser.nl","No","Yes","Yes","No",""
"luchtvaartmeteo.nl","https://www.luchtvaartmeteo.nl","No","Yes","Yes","No",""
"lvnl.nl","https://www.lvnl.nl","No","Yes","Yes","No",""
"lzalp.nl","https://www.lzalp.nl","No","Yes","Yes","Yes",""
"maakhetzeniettemakkelijk.nl","https://www.maakhetzeniettemakkelijk.nl","No","Yes","Yes","Yes",""
"maasdriel.nl","https://www.maasdriel.nl","No","Yes","Yes","Yes",""
"maassluis.nl","https://www.maassluis.nl","No","Yes","Yes","Yes",""
"maatwerkvoormensen.nl","https://www.maatwerkvoormensen.nl","No","Yes","Yes","Yes",""
"machtigen.digid.nl","https://www.machtigen.digid.nl","No","Yes","Yes","Yes",""
"magazine.forumstandaardisatie.nl","https://magazine.forumstandaardisatie.nl","No","Yes","Yes","No",""
"magazines.agentschaptelecom.nl","https://magazines.agentschaptelecom.nl","No","Yes","Yes","Yes",""
"magazines.algemenebestuursdienst.nl","https://magazines.algemenebestuursdienst.nl","No","Yes","Yes","Yes",""
"magazines.algemenerekenkamer.nl","https://magazines.algemenerekenkamer.nl","No","Yes","Yes","Yes",""
"magazines.arboportaal.nl","https://magazines.arboportaal.nl","No","Yes","Yes","Yes",""
"magazines.autoriteitnvs.nl","https://magazines.autoriteitnvs.nl","No","Yes","Yes","Yes",""
"magazines.defensie.nl","https://magazines.defensie.nl","No","Yes","Yes","Yes",""
"magazines.deltacommissaris.nl","https://magazines.deltacommissaris.nl","No","Yes","Yes","Yes",""
"magazines.dji.nl","https://magazines.dji.nl","No","Yes","Yes","Yes",""
"magazines.emissieautoriteit.nl","https://magazines.emissieautoriteit.nl","No","Yes","Yes","Yes",""
"magazines.forensischinstituut.nl","https://magazines.forensischinstituut.nl","No","Yes","Yes","Yes",""
"magazines.government.nl","https://magazines.government.nl","No","Yes","Yes","Yes",""
"magazines.ilent.nl","https://magazines.ilent.nl","No","Yes","Yes","Yes",""
"magazines.inspectie-jenv.nl","https://magazines.inspectie-jenv.nl","No","Yes","Yes","Yes",""
"magazines.inspectie-oe.nl","https://magazines.inspectie-oe.nl","No","Yes","Yes","Yes",""
"magazines.kinderbescherming.nl","https://magazines.kinderbescherming.nl","No","Yes","Yes","Yes",""
"magazines.koninklijkhuis.nl","https://magazines.koninklijkhuis.nl","No","Yes","Yes","Yes",""
"magazines.logius.nl","https://magazines.logius.nl","No","Yes","Yes","Yes",""
"magazines.nvwa.nl","https://magazines.nvwa.nl","No","Yes","Yes","Yes",""
"magazines.nza.nl","https://magazines.nza.nl","No","Yes","Yes","Yes",""
"magazines.onderwijsinspectie.nl","https://magazines.onderwijsinspectie.nl","No","Yes","Yes","Yes",""
"magazines.openbaarministerie.nl","https://magazines.openbaarministerie.nl","No","Yes","Yes","Yes",""
"magazines.p-direkt.nl","https://magazines.p-direkt.nl","No","Yes","Yes","Yes",""
"magazines.platformjep.nl","https://magazines.platformjep.nl","No","Yes","Yes","Yes",""
"magazines.platformrijksoverheiddemo.nl","https://magazines.platformrijksoverheiddemo.nl","No","Yes","Yes","Yes",""
"magazines.rijksinspecties.nl","https://magazines.rijksinspecties.nl","No","Yes","Yes","Yes",""
"magazines.rijksoverheid.nl","https://magazines.rijksoverheid.nl","No","Yes","Yes","Yes",""
"magazines.rijksvastgoedbedrijf.nl","https://magazines.rijksvastgoedbedrijf.nl","No","Yes","Yes","Yes",""
"magazines.rvig.nl","https://magazines.rvig.nl","No","Yes","Yes","Yes",""
"magazines.sodm.nl","https://magazines.sodm.nl","No","Yes","Yes","Yes",""
"magazines.sso3w.nl","https://magazines.sso3w.nl","No","Yes","Yes","Yes",""
"magazines.toezichtsociaaldomein.nl","https://magazines.toezichtsociaaldomein.nl","No","Yes","Yes","Yes",""
"magazines.tuchtcollege-gezondheidszorg.nl","https://magazines.tuchtcollege-gezondheidszorg.nl","No","Yes","Yes","Yes",""
"magazines.woningmarktbeleid.nl","https://magazines.woningmarktbeleid.nl","No","Yes","Yes","Yes",""
"magazines.zorgpact.nl","https://magazines.zorgpact.nl","No","Yes","Yes","Yes",""
"magazinesrijkswaterstaat.nl","https://www.magazinesrijkswaterstaat.nl","No","Yes","Yes","Yes",""
"maison-royale.nl","https://www.maison-royale.nl","No","Yes","Yes","Yes",""
"manifestgroep.pleio.nl","https://manifestgroep.pleio.nl","No","Yes","Yes","No",""
"maregroep.nl","https://maregroep.nl","No","Yes","Yes","No",""
"maritiem-erfgoed.nl","https://maritiem-erfgoed.nl","No","Yes","Yes","Yes",""
"marn.nl","https://www.marn.nl","No","Yes","Yes","Yes",""
"maror.nl","https://www.maror.nl","No","Yes","Yes","No",""
"marrekrite.frl","https://marrekrite.frl","No","Yes","Yes","No",""
"marum.nl","https://www.marum.nl","Yes","Yes","Yes","Yes",""
"materiaal.ikvalop.nl","http://materiaal.ikvalop.nl","No","No","","",""
"mccg.nl","https://www.mccg.nl","No","Yes","Yes","Yes",""
"medemblik.nl","https://www.medemblik.nl","No","Yes","Yes","Yes",""
"mediatheekrijksoverheid.nl","https://www.mediatheekrijksoverheid.nl","No","Yes","Yes","Yes",""
"medicijnkosten.nl","https://www.medicijnkosten.nl","No","Yes","Yes","Yes",""
